Plot,X,Y,Elevation,Temp_annual,Temp_jan,Temp_july,Precipitation,pH,C_N,Acer campestre
Fen22,606601,1754520,570,13.3,6.4,21.6,689,5.2,20,0
Fen23,607341,1752517,520,12.7,5.8,21.0,736,6.9,18,1
Fon01,627000,2379000,,10.4,2.6,18.5,690,7.9,13,0
Fon02,627000,2379000,,10.4,2.6,18.5,690,8.0,11,1
Fon03,627000,2379000,,10.4,2.6,18.5,690,7.8,12,0
Fon04,627000,2379000,,10.4,2.6,18.5,690,7.0,14,1
Fon07,627000,2379000,,10.4,2.6,18.5,690,5.6,,0
Fon08,627000,2379000,,10.4,2.6,18.5,690,5.5,14,0
Fon09,627000,2379000,,10.4,2.6,18.5,690,5.3,17,0
Fon10,627000,2379000,,10.4,2.6,18.5,690,6.9,12,0
Fon14,627000,2379000,,10.4,2.6,18.5,690,3.7,19,0
Fon15,627000,2379000,,10.4,2.6,18.5,690,4.2,14,0
Fon16,627000,2379000,,10.4,2.6,18.5,690,4.0,17,1
Fon17,627000,2379000,,10.4,2.6,18.5,690,4.6,17,0
Fon18,627000,2379000,,10.4,2.6,18.5,690,4.0,18,0
Fon19,627000,2379000,,10.4,2.6,18.5,690,4.1,19,0
Fon20,627000,2379000,,10.4,2.6,18.5,690,3.9,21,0
Fon21,627000,2379000,,10.4,2.6,18.5,690,3.8,17,0
Fon22,627000,2379000,,10.4,2.6,18.5,690,3.6,29,0
Fon24,627000,2379000,,10.4,2.6,18.5,690,3.7,23,0
Fon25,627000,2379000,,10.4,2.6,18.5,690,3.6,18,0
Fon26,627000,2379000,,10.4,2.6,18.5,690,3.9,24,0
Fon27,627000,2379000,,10.4,2.6,18.5,690,3.6,40,0
Fon30,627000,2379000,,10.4,2.6,18.5,690,5.4,17,0
Fon33,627000,2379000,,10.4,2.6,18.5,690,4.1,22,0
Fon34,627000,2379000,,10.4,2.6,18.5,690,3.7,30,0
Fon35,627000,2379000,,10.4,2.6,18.5,690,4.1,19,0
Fon37,627000,2379000,,10.4,2.6,18.5,690,3.8,20,0
Fon38,627000,2379000,,10.4,2.6,18.5,690,4.1,23,0
Fon39,627000,2379000,,10.4,2.6,18.5,690,4.0,21,0
Fon40,627000,2379000,,10.4,2.6,18.5,690,4.3,28,0
Fon41,627000,2379000,,10.4,2.6,18.5,690,4.7,18,0
Fon42,627000,2379000,,10.4,2.6,18.5,690,7.3,17,1
Fon43,627000,2379000,,10.4,2.6,18.5,690,4.6,15,0
Fon44,627000,2379000,,10.4,2.6,18.5,690,6.7,13,0
Fon45,627000,2379000,,10.4,2.6,18.5,690,4.0,17,1
Fon46,627000,2379000,,10.4,2.6,18.5,690,4.0,21,0
Fon47,627000,2379000,,10.4,2.6,18.5,690,4.3,21,0
Fon48,627000,2379000,,10.4,2.6,18.5,690,3.8,21,0
Fon49,627000,2379000,,10.4,2.6,18.5,690,4.6,15,0
Fon50,627000,2379000,,10.4,2.6,18.5,690,4.6,14,0
Fon51,627000,2379000,,10.4,2.6,18.5,690,8.0,12,1
Fon52,627000,2379000,,10.4,2.6,18.5,690,7.9,11,1
Fon53,627000,2379000,,10.4,2.6,18.5,690,3.9,13,0
Fon54,627000,2379000,,10.4,2.6,18.5,690,5.4,,0
Fon55,627000,2379000,,10.4,2.6,18.5,690,3.9,19,0
Fon56,627000,2379000,,10.4,2.6,18.5,690,3.9,15,0
Fon57,627000,2379000,,10.4,2.6,18.5,690,4.0,17,0
Fon58,627000,2379000,,10.4,2.6,18.5,690,4.4,19,0
Fon59,627000,2379000,,10.4,2.6,18.5,690,3.9,17,0
Fon61,627000,2379000,,10.4,2.6,18.5,690,4.2,15,0
Fon65,627000,2379000,,10.4,2.6,18.5,690,3.7,20,0
Fon66,627000,2379000,,10.4,2.6,18.5,690,4.3,22,0
Fon67,627000,2379000,,10.4,2.6,18.5,690,4.3,21,0
Fon68,627000,2379000,,10.4,2.6,18.5,690,4.1,25,0
Fon69,627000,2379000,,10.4,2.6,18.5,690,4.2,15,0
FQB01,879070,2252270,430,9.8,1.3,18.5,1192,7.8,,1
FQB02,878800,2252640,410,9.9,1.4,18.6,1173,7.0,,1
FQB08,869030,2229300,420,9.7,1.0,18.6,1242,5.8,,1
FQB09,890990,2263310,365,9.7,1.1,18.5,1144,4.0,,1
FQB12,881980,2257420,225,9.9,1.4,18.7,1154,4.1,,0
FQB17,878800,2252760,340,9.9,1.4,18.6,1173,7.8,,1
FQB18,888360,2259880,310,9.6,1.1,18.5,1161,6.0,,0
FQB19,870660,2247070,320,10.1,1.4,18.9,1101,6.8,,1
FQB21,879030,2252340,470,9.8,1.3,18.5,1192,7.7,,0
FQB23,875690,2251950,355,10.1,1.5,18.8,1140,6.7,,1
FQB25,890040,2262770,375,9.8,1.2,18.5,1132,5.4,,1
FQB26,869500,2230500,510,9.7,1.0,18.7,1212,6.4,,1
FQB27,882070,2257500,305,9.9,1.4,18.7,1154,5.5,,1
FQB29,868300,2230090,300,10.0,1.2,18.9,1189,6.0,,1
FQB30,882320,2257450,285,9.9,1.4,18.7,1154,4.7,,1
FQB31,898260,2264350,500,9.3,0.7,18.2,1173,5.0,,1
FQB33,879910,2252270,350,9.7,1.2,18.4,1207,6.1,,1
FQB34,879420,2252280,345,9.8,1.3,18.5,1192,7.1,,1
Gap001,890982,1965854,1414,5.7,-2.5,15.0,1104,6.6,22,0
Gap002,890830,1965606,1479,5.7,-2.5,15.0,1104,6.7,,0
Gap003,890748,1965279,1624,6.1,-2.2,15.4,1141,5.9,,0
Gap004,890558,1963542,1494,6.4,-1.9,15.7,1120,5.1,,0
Gap005,888335,1964220,1383,5.3,-2.8,14.6,1187,5.1,,0
Gap006,889287,1963321,1380,6.3,-2.0,15.6,1118,6.5,,0
Gap007,889338,1963071,1462,6.3,-2.0,15.6,1118,6.1,13,0
Gap008,889388,1962871,1505,6.3,-2.0,15.6,1118,6.1,,0
Gap009,889388,1962971,1491,6.3,-2.0,15.6,1118,6.8,12,0
Gap011,889639,1962521,1602,6.5,-1.8,15.8,1104,5.8,,0
Gap012,889789,1962572,1533,6.5,-1.8,15.8,1104,7.8,18,0
Gap013,891104,1962692,1304,6.7,-1.7,16.0,1097,8.1,10,0
Gap014,891342,1963075,1473,6.7,-1.7,16.0,1097,8.0,11,0
Gap015,893575,1960543,1729,7.2,-1.3,16.7,1052,7.2,11,0
Gap016,892707,1962128,1288,6.8,-1.6,16.2,1095,8.1,9,0
Gap017,893771,1965353,1709,5.9,-2.4,15.3,1165,7.0,9,0
Gap018,892456,1965026,1739,6.0,-2.3,15.3,1155,6.8,13,0
Gap019,890980,1964842,1791,6.1,-2.2,15.4,1141,7.1,12,0
Gap020,891189,1964791,1742,6.1,-2.2,15.4,1141,7.5,11,0
Gap021,892620,1965387,1678,5.7,-2.5,15.1,1174,7.9,11,0
Gap022,893345,1960419,1805,7.6,-1.0,16.9,1036,7.4,13,0
Gap023,890484,1963077,1234,6.5,-1.8,15.8,1104,8.0,11,1
Gap024,890410,1963142,1232,6.5,-1.8,15.8,1104,8.3,9,0
Gap025,890717,1962758,1216,6.7,-1.7,16.0,1097,7.8,10,0
Gap026,893266,1966648,1751,5.3,-2.9,14.7,1162,5.6,13,0
Gap027,892892,1965923,1763,5.5,-2.7,14.9,1133,8.0,9,0
Gap028,893139,1965814,1770,5.5,-2.7,14.9,1133,7.7,11,0
Gap029,893097,1964763,1501,5.7,-2.5,15.1,1174,8.1,9,0
Gap030,893328,1964382,1476,6.0,-2.3,15.4,1143,8.0,10,0
Gap031,890237,1963723,1325,6.2,-2.1,15.5,1127,6.8,,0
Gap032,892732,1961425,1330,7.1,-1.3,16.5,1068,7.7,10,0
Gap033,893032,1961200,1329,7.1,-1.3,16.5,1068,7.7,10,0
Gap034,892096,1960915,1213,7.1,-1.2,16.5,1071,7.8,11,0
Gap035,892158,1960677,1253,7.1,-1.2,16.5,1071,8.5,9,0
Gap036,892108,1960580,1236,7.1,-1.2,16.5,1071,8.5,8,0
Gap037,892080,1960415,1245,7.4,-1.0,16.8,1046,8.3,10,0
Gap038,893147,1961689,1522,6.8,-1.6,16.2,1095,7.4,9,0
Gap039,893208,1961560,1485,6.8,-1.6,16.2,1095,7.5,10,0
Gap040,893666,1961495,1617,7.2,-1.3,16.7,1052,7.5,9,0
Gap041,893967,1961311,1642,7.2,-1.3,16.7,1052,6.4,11,0
Gap042,894031,1961320,1635,7.2,-1.3,16.7,1052,6.7,10,0
Gap043,894681,1962148,1705,7.1,-1.4,16.7,1050,7.1,10,0
Gap044,894436,1962157,1566,6.8,-1.6,16.3,1079,8.1,13,0
Gap045,890348,1962140,1366,6.9,-1.4,16.2,1079,7.2,10,0
Gap046,890186,1961950,1483,6.9,-1.4,16.2,1079,7.3,10,0
Gap047,889980,1962078,1547,6.9,-1.4,16.2,1079,7.3,11,0
Gap049,890167,1961733,1466,6.9,-1.4,16.2,1079,7.0,11,0
Gap050,890208,1961748,1457,6.9,-1.4,16.2,1079,7.8,17,0
Gap051,890230,1961700,1457,6.9,-1.4,16.2,1079,7.1,17,0
Gap052,890388,1961853,1386,6.9,-1.4,16.2,1079,7.1,12,1
Gap053,890567,1963363,1469,6.7,-1.7,16.0,1097,7.1,12,0
Gap054,890659,1963362,1491,6.7,-1.7,16.0,1097,7.0,13,0
Gap055,890627,1963445,1504,6.7,-1.7,16.0,1097,6.5,16,0
Gap056,890706,1963462,1520,6.7,-1.7,16.0,1097,5.3,26,0
Gap057,893978,1966881,1794,5.7,-2.7,15.1,1155,6.1,11,0
Gap058,893904,1966515,1839,5.7,-2.7,15.1,1155,6.3,12,0
Gap059,893447,1966715,1704,5.3,-2.9,14.7,1162,8.6,9,0
Gap060,892943,1966279,1821,5.5,-2.7,14.9,1133,7.4,11,0
Gap061,894364,1965019,1713,5.9,-2.4,15.3,1165,8.1,16,0
Gap062,891693,1959958,1454,7.4,-1.0,16.8,1046,7.1,15,0
Gap063,891950,1959374,1501,7.9,-0.7,17.2,1019,5.1,15,0
Gap064,892141,1959385,1495,7.9,-0.7,17.2,1019,6.4,13,1
Gap065,892262,1959567,1514,7.4,-1.0,16.8,1046,7.0,13,0
Gap066,892535,1959500,1596,7.6,-1.0,16.9,1036,6.2,16,0
Gap067,892387,1959756,1479,7.4,-1.0,16.8,1046,7.8,16,0
Gap068,894080,1960701,1632,7.2,-1.3,16.7,1052,7.3,11,0
Gap069,893381,1960424,1802,7.6,-1.0,16.9,1036,6.9,11,0
Gap070,893171,1960347,1750,7.6,-1.0,16.9,1036,7.9,9,0
Gap071,892831,1960298,1593,7.6,-1.0,16.9,1036,7.7,10,0
Gap072,893071,1960437,1674,7.6,-1.0,16.9,1036,7.5,9,0
Gap073,893188,1960670,1618,7.1,-1.3,16.5,1068,6.8,11,0
Gap074,894276,1963976,1589,6.1,-2.2,15.5,1146,7.4,15,0
Gap075,894220,1965202,1790,5.9,-2.4,15.3,1165,7.9,16,0
Gap076,892663,1961626,1323,6.8,-1.6,16.2,1095,8.2,10,0
Gap077,889284,1962888,1507,6.3,-2.0,15.6,1118,5.9,14,0
Gap078,889837,1962418,1577,6.9,-1.4,16.2,1079,7.8,14,0
Gap079,894567,1963670,1758,6.4,-2.0,15.9,1110,7.6,10,0
Gap080,894471,1963673,1688,6.1,-2.2,15.5,1146,7.8,10,0
Gap081,894327,1963606,1595,6.1,-2.2,15.5,1146,7.4,21,0
Gap082,894381,1963774,1634,6.1,-2.2,15.5,1146,7.1,20,0
Gap083,894326,1963861,1603,6.1,-2.2,15.5,1146,7.4,15,0
Gap084,894378,1963910,1645,6.1,-2.2,15.5,1146,7.2,11,0
Gap085,887946,1962922,1513,5.7,-2.4,15.0,1160,6.7,15,0
Gap086,888080,1962596,1590,5.7,-2.4,15.0,1160,6.9,15,0
Gap087,888518,1962391,1723,6.6,-1.6,15.9,1097,7.7,16,0
Gap088,888192,1962037,1851,6.1,-2.1,15.4,1131,6.3,14,0
Gap089,887787,1962369,1835,6.1,-2.1,15.4,1131,7.4,14,0
Gap090,887941,1962313,1801,6.1,-2.1,15.4,1131,6.5,16,0
Gap091,890862,1967550,1487,5.0,-3.2,14.3,1179,8.1,10,0
Gap092,890855,1967916,1541,5.0,-3.2,14.3,1179,8.4,10,0
Gap093,891049,1967967,1609,5.0,-3.2,14.3,1179,6.8,11,0
Gap094,891155,1967389,1521,5.2,-3.0,14.5,1154,8.1,10,0
Gap095,891020,1967443,1455,5.2,-3.0,14.5,1154,7.8,11,0
Gap096,891072,1967300,1442,5.2,-3.0,14.5,1154,8.3,10,0
Gap097,890791,1967005,1410,5.2,-3.0,14.5,1154,8.6,9,0
Gap098,890825,1966899,1415,5.2,-3.0,14.5,1154,8.8,8,0
Gap099,890933,1966796,1383,5.2,-3.0,14.5,1154,8.2,9,0
Gap100,891053,1966687,1354,5.2,-3.0,14.5,1154,7.3,12,0
Gap101,891087,1966779,1339,5.2,-3.0,14.5,1154,7.3,12,1
Gap102,891182,1966677,1319,5.2,-3.0,14.5,1154,8.1,11,0
Gap103,891175,1966627,1300,5.2,-3.0,14.5,1154,8.0,11,0
Gap104,890437,1963574,1452,6.2,-2.1,15.5,1127,7.4,,0
Gap105,890456,1966473,1414,5.6,-2.6,14.9,1105,8.1,16,0
Gap106,890226,1966173,1376,5.6,-2.6,14.9,1105,8.1,11,0
Gap107,890258,1966202,1400,5.6,-2.6,14.9,1105,7.5,12,1
Gap108,890195,1965985,1267,5.6,-2.6,14.9,1105,7.2,12,1
Gap109,890374,1966030,1278,5.6,-2.6,14.9,1105,6.8,12,1
Gap110,893045,1960589,1615,7.1,-1.3,16.5,1068,7.2,13,0
Gap111,892811,1960960,1364,7.1,-1.3,16.5,1068,7.1,16,0
Gap112,892071,1960027,1326,7.4,-1.0,16.8,1046,7.6,17,0
Gap113,893619,1963833,1444,6.1,-2.2,15.5,1146,7.0,15,1
Gap114,893552,1963254,1427,6.5,-1.8,16.0,1102,7.8,14,0
Gap115,893529,1963202,1417,6.5,-1.8,16.0,1102,7.5,12,0
Gap116,890683,1965525,1557,5.7,-2.5,15.0,1104,7.0,,0
Gap117,890884,1965326,1592,6.1,-2.2,15.4,1141,6.2,,0
Gap118,889385,1962783,1525,6.3,-2.0,15.6,1118,6.4,11,0
Gap119,890933,1965726,1397,5.7,-2.5,15.0,1104,7.1,,0
Gap120,891033,1966027,1448,5.7,-2.5,15.0,1104,7.1,21,0
Gap121,891083,1965877,1485,5.7,-2.5,15.0,1104,6.8,19,0
Gap122,891283,1965677,1631,5.7,-2.5,15.0,1104,5.1,28,0
Gap123,891283,1966027,1612,5.7,-2.5,15.0,1104,6.8,,0
Gap124,891337,1964076,1428,6.4,-1.9,15.7,1120,6.7,,0
Gap127,892797,1959776,1668,7.6,-1.0,16.9,1036,3.9,,0
Gap129,892900,1961415,1365,7.1,-1.3,16.5,1068,8.1,10,0
Gap130,891568,1962661,1381,6.6,-1.7,16.0,1104,8.4,12,0
Gap131,891618,1962029,1242,6.9,-1.5,16.3,1089,8.2,11,0
Gap132,893617,1961645,1647,6.8,-1.6,16.3,1079,5.9,12,0
Gap133,894076,1962639,1646,6.5,-1.8,16.0,1102,7.4,11,0
Gap134,891415,1962347,1266,6.9,-1.4,16.3,1083,5.3,10,0
Gap135,891711,1962919,1529,6.6,-1.7,16.0,1104,7.1,10,0
Gap136,892263,1967759,1649,5.2,-3.0,14.5,1175,6.7,11,0
Gap137,886454,1963913,1841,4.1,-3.8,13.4,1272,5.5,12,0
Gap139,886607,1964290,1836,4.5,-3.4,13.8,1240,8.2,13,0
Gap140,886916,1964315,1793,4.5,-3.4,13.8,1240,6.5,14,0
Gap141,890381,1961024,1523,7.1,-1.3,16.4,1067,7.6,10,0
Gap142,890492,1961034,1459,7.1,-1.3,16.4,1067,7.4,10,0
Gap144,892756,1961312,1303,7.1,-1.3,16.5,1068,8.6,13,1
Gap145,892572,1961488,1275,7.1,-1.3,16.5,1068,8.0,11,0
Gap146,892041,1960810,1197,7.1,-1.2,16.5,1071,7.7,11,0
Gap147,892378,1967725,1624,5.2,-3.0,14.5,1175,8.0,11,0
Gap148,894070,1966855,1803,5.7,-2.7,15.1,1155,7.4,11,0
Gap149,893737,1961510,1659,6.8,-1.6,16.3,1079,6.4,11,0
Gap150,893835,1961270,1623,7.2,-1.3,16.7,1052,6.2,11,0
Gap151,894118,1961448,1661,7.2,-1.3,16.7,1052,6.7,11,0
Gap152,894163,1960938,1622,7.2,-1.3,16.7,1052,8.1,10,0
Gap153,894022,1960668,1656,7.2,-1.3,16.7,1052,6.8,11,0
Gap154,894386,1962292,1579,6.8,-1.6,16.3,1079,8.3,11,0
Gap155,894381,1962387,1621,6.8,-1.6,16.3,1079,8.3,12,0
Gap156,892970,1964793,1433,5.7,-2.5,15.1,1174,8.0,11,0
Gap157,892810,1964993,1559,5.7,-2.5,15.1,1174,7.9,10,0
Gap158,892379,1963417,1588,6.6,-1.7,16.0,1104,7.7,10,0
Gap159,892318,1963682,1621,6.3,-2.0,15.6,1128,7.7,10,0
Gap160,894017,1967530,1683,5.9,-2.5,15.3,1152,7.5,11,0
Gap161,893441,1968213,1754,5.5,-2.8,14.8,1166,7.1,13,0
Gap162,893331,1968564,1766,6.0,-2.4,15.3,1153,7.5,11,0
Gap163,893891,1964652,1804,5.9,-2.4,15.3,1165,7.5,9,0
Gap164,893727,1964623,1756,5.9,-2.4,15.3,1165,7.5,10,0
Gap165,888612,1965652,1692,5.4,-2.8,14.6,1174,7.8,11,0
Gap166,888280,1964772,1571,5.1,-3.0,14.4,1200,6.8,11,0
Gap167,888415,1964672,1532,5.1,-3.0,14.4,1200,6.9,10,0
Gap168,890470,1963364,1417,6.5,-1.8,15.8,1104,7.6,11,0
Gap169,891373,1964567,1577,6.1,-2.2,15.4,1141,8.3,13,0
Gap170,889742,1962513,1583,6.5,-1.8,15.8,1104,7.7,14,0
Gap171,891001,1964223,1316,6.4,-1.9,15.7,1120,8.2,10,0
Gap172,890868,1963952,1376,6.4,-1.9,15.7,1120,7.3,14,0
Gap173,890277,1963851,1237,6.2,-2.1,15.5,1127,7.8,17,0
Gap174,890127,1963701,1292,6.2,-2.1,15.5,1127,7.6,18,0
Gap175,890097,1963662,1326,6.2,-2.1,15.5,1127,7.9,17,0
Gap176,891264,1964154,1406,6.4,-1.9,15.7,1120,8.1,10,0
Gap177,891495,1964344,1482,6.4,-1.9,15.7,1120,8.3,11,0
Gap178,891520,1964385,1510,6.3,-2.0,15.6,1128,8.2,11,0
Gap179,891441,1964383,1508,6.4,-1.9,15.7,1120,8.1,12,0
Gap180,892048,1963454,1675,6.6,-1.7,16.0,1104,6.6,11,0
Gap181,888693,1964980,1446,5.7,-2.5,14.9,1160,7.4,11,1
Gap182,888973,1965013,1355,5.7,-2.5,14.9,1160,8.0,12,1
Gap183,888783,1965615,1586,5.4,-2.8,14.6,1174,8.0,10,0
Gap184,888971,1965809,1460,5.4,-2.8,14.6,1174,8.1,10,0
Gap185,891192,1966027,1580,5.7,-2.5,15.0,1104,6.2,,0
Gap186,891303,1965938,1663,5.7,-2.5,15.0,1104,6.8,,0
Gap187,892963,1961641,1469,6.8,-1.6,16.2,1095,7.8,9,0
Gap188,892932,1961842,1448,6.8,-1.6,16.2,1095,7.8,10,0
Gap189,892786,1962277,1280,6.8,-1.6,16.2,1095,8.1,10,0
Gap190,892883,1966794,1450,5.3,-2.9,14.7,1162,6.4,16,0
Gap191,892808,1967809,1471,5.5,-2.8,14.8,1166,7.9,10,0
Gap192,892733,1967980,1518,5.5,-2.8,14.8,1166,7.9,10,0
Gap193,892655,1967773,1474,5.5,-2.8,14.8,1166,7.9,11,0
Gap194,892636,1967690,1489,5.5,-2.8,14.8,1166,8.1,10,0
Gap195,891605,1965116,1846,6.0,-2.3,15.3,1155,7.1,10,0
Gap196,891571,1965020,1828,6.0,-2.3,15.3,1155,6.6,11,0
Gap197,891526,1965052,1787,6.0,-2.3,15.3,1155,7.7,11,0
Gap198,891441,1965063,1745,6.1,-2.2,15.4,1141,8.0,11,0
Gap199,891124,1965154,1657,6.1,-2.2,15.4,1141,6.8,10,0
Gap200,891366,1965430,1687,6.1,-2.2,15.4,1141,8.0,10,0
Gap201,890821,1965027,1757,6.1,-2.2,15.4,1141,7.3,11,0
Gap202,890888,1964946,1805,6.1,-2.2,15.4,1141,6.7,11,0
Gap203,891042,1964904,1820,6.1,-2.2,15.4,1141,7.1,12,0
Gap204,891223,1964770,1739,6.1,-2.2,15.4,1141,7.5,12,0
Gap205,891770,1964907,1855,6.0,-2.3,15.3,1155,6.9,9,0
Gap206,891673,1967369,1413,5.3,-2.9,14.6,1159,7.8,11,0
Gap207,890911,1968479,1655,5.0,-3.2,14.3,1179,7.8,11,0
Gap208,890943,1968463,1687,5.0,-3.2,14.3,1179,7.9,10,0
Gap209,890832,1966669,1379,5.2,-3.0,14.5,1154,8.1,11,0
Gap210,890866,1966655,1378,5.2,-3.0,14.5,1154,8.1,11,0
Gap211,892026,1964805,1832,6.0,-2.3,15.3,1155,6.8,9,0
Gap212,892033,1964410,1649,6.3,-2.0,15.6,1128,8.3,11,0
Gap213,891797,1963913,1720,6.3,-2.0,15.6,1128,7.2,12,0
Gap214,892117,1964281,1707,6.3,-2.0,15.6,1128,5.2,17,0
Gap215,892577,1964357,1510,6.0,-2.3,15.4,1143,6.5,18,0
Gap216,886762,1964445,1778,4.5,-3.4,13.8,1240,5.2,11,0
Gap217,887223,1964546,1537,4.3,-3.6,13.6,1255,6.5,16,0
Gap218,887474,1964146,1584,4.5,-3.4,13.8,1240,5.7,17,0
Gap219,888533,1963787,1359,6.0,-2.2,15.3,1143,8.1,14,0
Gap220,888191,1963842,1429,5.3,-2.8,14.6,1187,8.2,11,0
Gap221,893963,1963890,1479,6.1,-2.2,15.5,1146,6.7,10,0
Gap222,894018,1963639,1453,6.1,-2.2,15.5,1146,7.8,11,0
Gap223,893013,1962625,1251,6.5,-1.9,15.9,1116,8.3,11,0
Gap224,889446,1966490,1605,5.4,-2.8,14.6,1174,8.0,10,0
Gap225,889350,1966520,1628,4.9,-3.1,14.3,1161,8.0,9,0
Gap226,889282,1966622,1785,4.9,-3.1,14.3,1161,6.9,11,0
Gap227,889257,1966668,1828,4.9,-3.1,14.3,1161,6.8,12,0
Gav01,292265,2292940,101,11.5,4.9,18.8,799,4.7,17,0
Gav02,292234,2292842,100,11.5,4.9,18.8,799,4.0,27,0
Gav03,290542,2294136,115,11.6,5.0,18.8,799,4.3,20,0
Gav04,290696,2293762,121,11.6,5.0,18.8,799,4.5,21,0
Gav05,290698,2293648,89,11.6,5.0,18.8,799,4.8,18,0
Geg01,850045,2424558,255,9.2,0.9,17.5,813,5.9,12,0
Geg02,849908,2423802,298,9.1,0.9,17.5,835,7.0,12,1
Geg03,849832,2423654,314,9.1,0.9,17.5,835,7.2,14,0
Geg04,849804,2423520,356,9.1,0.9,17.5,835,7.6,12,0
Geg05,849812,2423463,358,9.1,0.9,17.4,858,6.0,15,0
Geg06,849746,2423333,354,9.1,0.9,17.4,858,7.2,18,1
Geg07,881099,2431140,387,8.9,0.9,17.2,848,5.9,13,1
Geg08,881121,2431187,385,8.9,0.9,17.2,848,6.2,14,1
Geg09,881106,2431087,382,8.9,0.9,17.2,848,6.0,13,1
Geg10,880990,2430945,377,8.9,0.9,17.2,848,5.8,13,1
Geg11,880063,2430151,370,9.1,0.9,17.4,821,5.6,14,0
Geg12,974525,2309500,400,9.6,0.6,18.5,835,5.6,13,1
Geg13,977890,2308035,270,9.7,0.6,18.7,788,8.0,10,1
Geg14,983100,2301618,342,9.6,0.6,18.5,805,5.6,15,0
Geg15,969097,2313186,308,9.9,0.7,19.0,835,5.2,11,1
Geg16,969104,2313169,313,9.9,0.7,19.0,835,6.1,13,1
Geg17,969102,2313179,313,9.9,0.7,19.0,835,7.9,11,1
Geg18,976956,2314505,319,9.9,0.7,18.9,790,8.0,10,1
Geg19,975079,2303309,347,9.5,0.5,18.3,813,7.4,12,0
Geg20,979206,2309588,280,9.8,0.6,18.8,786,6.0,12,1
