Plot,X,Y,Elevation,Temp_annual,Temp_jan,Temp_july,Precipitation,pH,C_N,Acer campestre
Som23,633458,1839752,960,9.0,2.2,17.2,1553,4.9,13,0
Som25,634331,1945873,930,11.4,3.6,19.8,971,5.5,13,0
Som26,629102,1836726,890,9.2,2.5,17.3,1595,5.2,12,0
Som27,630030,1946851,850,11.4,3.6,19.8,996,5.4,12,0
Som29,625411,1848727,750,8.5,1.6,16.5,1487,4.9,13,0
Som30,629047,1848743,900,8.9,1.9,17.0,1407,4.7,14,0
Som31,625415,1847726,800,8.8,1.8,16.8,1465,5.1,11,0
Som32,645766,1849843,1020,8.4,1.5,16.8,1531,4.9,13,0
Som33,645032,1850839,1075,8.4,1.5,16.7,1500,4.5,23,0
Thu03,982557,2373673,170,10.3,0.8,19.9,599,6.5,17,0
Thu04,982557,2373673,170,10.3,0.8,19.9,599,8.2,11,1
Thu05,982557,2373673,170,10.3,0.8,19.9,599,6.3,24,1
Thu07,982557,2373673,170,10.3,0.8,19.9,599,6.4,13,0
Thu08,982557,2373673,170,10.3,0.8,19.9,599,7.2,19,0
Thu10,979000,2360000,180,10.4,0.7,19.8,414,6.5,18,0
Thu11,982557,2373673,170,10.3,0.8,19.9,599,6.0,12,1
Thu12,991159,2408656,150,10.1,0.9,19.1,594,7.0,12,0
Thu14,982557,2373673,170,10.3,0.8,19.9,599,6.4,12,1
Thu16,988686,2383657,160,10.0,0.6,19.4,661,7.5,14,1
Thu17,982557,2373673,170,10.3,0.8,19.9,599,7.0,23,1
Thu19,982557,2373673,170,10.3,0.8,19.9,599,6.0,11,1
Thu20,973300,2360500,190,10.4,0.8,19.7,385,5.4,12,0
Thu21,992706,2390197,150,10.0,0.6,19.2,694,6.1,13,0
Thu22,976000,2351000,190,10.1,0.8,19.3,384,6.2,13,0
Thu23,980800,2340000,200,10.1,0.9,19.2,583,6.0,11,1
Thu25,970500,2341000,200,10.1,0.9,19.1,587,5.3,13,1
Thu27,980800,2340000,200,10.1,0.9,19.2,583,6.7,12,1
Thu28,988058,2373658,170,10.3,0.7,19.8,659,6.8,14,1
Thu29,980800,2340000,200,10.1,0.9,19.2,583,7.6,12,0
Thu30,986475,2379663,160,10.1,0.6,19.7,638,6.8,13,0
Thu32,977079,2381690,190,9.6,0.2,18.9,654,4.9,13,0
Thu33,980088,2384682,190,9.9,0.5,19.3,580,4.6,14,0
Thu34,980800,2340000,200,10.1,0.9,19.2,583,6.8,12,1
VDG01,934000,2396000,285,9.0,0.5,17.5,955,5.0,17,0
VDG02,945970,2393950,750,8.1,-0.3,16.5,1408,3.4,18,0
VDG03,935000,2396000,295,9.0,0.4,17.5,992,4.7,15,0
VDG04,951500,2398000,800,7.9,-0.3,16.1,1511,3.5,32,0
VDG05,936000,2396000,360,8.9,0.4,17.5,1029,4.6,15,0
VDG06,952850,2397000,780,7.6,-0.5,15.7,1590,3.4,19,0
VDG07,937000,2396000,415,8.9,0.3,17.4,1069,4.0,21,0
VDG08,954000,2396000,770,7.6,-0.5,15.8,1574,3.3,27,0
VDG09,938000,2396000,400,8.8,0.2,17.3,1111,3.5,33,0
VDG10,939000,2396000,400,8.8,0.2,17.2,1146,3.5,29,0
VDG11,974000,2396000,400,8.2,-0.3,16.9,986,3.8,19,0
VDG12,940000,2396000,450,8.8,0.2,17.3,1167,3.9,20,0
VDG13,941000,2396000,515,8.8,0.2,17.3,1182,3.5,22,0
VDG14,943000,2396000,340,8.6,0.1,17.1,1242,4.2,20,0
VDG15,944000,2396000,540,8.6,0.1,17.0,1271,3.6,20,0
VDG16,945000,2396000,650,8.5,-0.1,16.9,1319,3.6,18,0
VDG17,947000,2396000,470,8.2,-0.2,16.5,1414,3.6,18,0
VDG18,948000,2396000,735,8.1,-0.2,16.4,1449,3.5,27,0
VDG19,949000,2396000,725,7.9,-0.4,16.2,1499,3.6,18,0
VDG20,950000,2396000,720,7.8,-0.4,15.9,1548,3.8,20,0
VDG21,951000,2396000,715,7.6,-0.6,15.7,1594,3.5,19,0
VDG22,952000,2396000,780,7.5,-0.6,15.6,1615,3.4,34,0
VDG23,953000,2396000,800,7.5,-0.6,15.6,1612,3.4,20,0
VDG24,954000,2396000,650,7.6,-0.5,15.8,1574,3.8,25,0
VDG25,955000,2396000,570,7.8,-0.4,16.0,1504,3.8,,0
VDG26,956000,2396000,610,8.1,-0.2,16.5,1422,3.7,18,0
VDG27,957000,2396000,630,8.4,-0.1,16.7,1348,3.9,14,0
VDG28,958000,2396000,500,8.5,0.1,17.0,1280,4.8,14,0
VDG29,961000,2396000,500,8.5,0.0,17.0,1223,3.4,23,0
VDG30,962000,2396000,600,8.3,-0.2,16.7,1262,3.5,21,0
VDG31,963000,2396000,560,7.9,-0.4,16.3,1318,3.6,16,0
VDG32,964000,2396000,610,7.6,-0.6,15.8,1390,4.0,,0
VDG33,965000,2396000,690,7.2,-0.8,15.4,1450,3.5,17,0
VDG34,966000,2396000,830,7.1,-0.9,15.2,1460,3.5,17,0
VDG35,967000,2396000,880,7.0,-1.0,15.2,1449,3.2,18,0
VDG36,968000,2396000,710,7.0,-1.0,15.2,1424,3.3,21,0
VDG37,969000,2396000,770,7.2,-0.9,15.5,1348,3.6,28,0
VDG38,970000,2396000,820,7.4,-0.8,15.8,1259,3.6,18,0
VDG39,971000,2396000,570,7.6,-0.7,16.0,1186,4.6,17,0
VDG40,973000,2396000,440,8.0,-0.4,16.6,1043,3.8,28,0
VDG41,974000,2396000,500,8.2,-0.3,16.9,986,3.6,23,0
VDG42,975000,2396000,480,8.5,-0.2,17.2,912,3.8,20,0
VDG43,920500,2348000,770,8.5,-0.1,17.1,1601,4.4,19,0
VDG44,914000,2348000,590,8.8,0.2,17.4,1462,4.4,17,0
VDG45,934600,2346800,750,8.0,-0.5,16.7,1789,3.7,18,0
VDG46,915000,2348000,650,8.8,0.2,17.5,1460,4.0,18,0
VDG47,944490,2349000,970,7.0,-0.9,15.4,1960,3.5,18,0
VDG48,916000,2348000,475,8.9,0.3,17.5,1462,3.6,18,0
VDG49,918000,2348000,420,8.9,0.2,17.5,1504,4.0,15,0
VDG50,919000,2348000,690,8.7,0.1,17.4,1546,3.7,19,0
VDG51,920000,2348000,750,8.5,-0.1,17.1,1601,4.0,35,0
VDG52,921000,2348000,690,8.5,-0.1,17.0,1631,3.8,20,0
VDG53,922000,2348000,640,8.5,-0.1,17.1,1618,3.7,17,0
VDG54,923000,2348000,565,8.6,0.0,17.3,1579,4.3,19,0
VDG55,925000,2348000,530,8.8,0.0,17.5,1584,3.6,18,0
VDG56,926000,2348000,560,8.7,0.0,17.5,1596,3.8,17,0
VDG57,927000,2348000,670,8.6,-0.1,17.3,1617,3.6,,0
VDG58,931000,2348000,875,8.1,-0.4,16.8,1750,3.6,19,0
VDG59,932000,2348000,910,8.1,-0.5,16.7,1765,3.9,15,0
VDG60,933000,2348000,920,8.1,-0.5,16.7,1766,3.9,13,0
VDG61,934000,2348000,940,8.1,-0.5,16.7,1761,3.7,13,0
VDG62,936000,2348000,800,8.0,-0.5,16.5,1771,3.8,14,0
VDG63,937000,2348000,840,7.9,-0.5,16.5,1791,3.7,19,0
VDG64,939000,2348000,1000,7.5,-0.7,16.0,1874,3.5,20,0
VDG65,942000,2348000,970,7.1,-0.9,15.5,1978,3.7,16,0
VDG66,943000,2348000,1050,7.0,-1.0,15.4,1988,3.7,14,0
VDG67,946000,2348000,1020,6.7,-1.1,14.9,2029,3.8,19,0
VDG68,948000,2348000,1190,6.5,-1.1,14.8,1998,4.2,17,0
Ver01,833834,1993974,1500,6.7,-1.3,16.3,1482,5.5,13,0
Ver04,833864,1997982,1400,7.7,-0.4,17.0,1478,7.2,12,0
Ver05,837605,1997097,1420,6.9,-0.9,16.2,1493,5.5,14,0
Ver06,832083,1993565,1290,7.5,-0.7,17.1,1412,5.2,14,0
Ver07,847279,1990221,1520,6.2,-1.7,15.5,1323,7.4,19,0
Ver08,849316,2008784,1290,6.5,-1.4,15.3,1317,5.5,21,0
Ver09,846805,2011002,1410,7.2,-0.8,16.0,1286,6.6,18,0
Ver10,849145,2008243,1310,6.6,-1.4,15.4,1314,5.4,16,0
Ver17,827376,2006917,770,10.1,1.6,19.5,1063,5.3,13,0
Ver22,847101,2010321,1320,7.0,-0.9,15.8,1292,7.0,22,0
Ver23,842442,1997877,1200,8.0,-0.1,17.0,1323,6.2,18,0
Ver24,852881,1995530,1280,6.0,-2.0,15.1,1283,5.4,17,0
Ver26,858165,2003638,1000,8.0,-0.4,16.9,1160,8.2,65,0
Ver29,849459,2016171,1430,7.1,-0.9,15.8,1311,5.4,14,0
Ver30,858619,2023898,1200,7.7,-0.6,16.5,1305,5.0,21,0
Ver31,849062,2016214,1440,7.1,-0.9,15.8,1311,4.4,17,0
Ver33,844170,2001981,840,8.6,0.5,17.5,1208,4.1,22,0
Ver36,844183,1991118,1120,7.3,-0.8,16.6,1278,7.1,17,0
Ver43,858115,2024149,1080,7.0,-1.0,15.8,1369,4.4,,0
Ver44,862176,2025748,430,10.7,1.4,20.3,1013,7.0,18,1
VoA001,943000,2339000,1080,7.9,-0.5,16.5,2025,4.1,22,0
VoA002,958700,2392000,480,8.3,-0.3,16.8,1277,4.3,19,0
VoA005,949000,2327000,600,8.4,-0.1,17.2,1715,5.8,19,0
VoA006,943000,2337500,660,8.0,-0.4,16.5,2027,3.7,24,0
VoA008,953000,2388000,680,8.0,-0.5,16.4,1429,3.1,22,0
VoA012,949500,2326000,700,8.1,-0.3,16.8,1797,4.4,23,0
VoA013,943000,2337000,780,8.0,-0.4,16.5,2027,3.9,21,0
VoA015,967000,2367000,620,8.6,-0.3,17.5,937,4.0,21,0
VoA016,961600,2367000,880,7.2,-1.0,15.6,1277,3.8,20,0
VoA018,959000,2368000,765,7.1,-0.9,15.5,1294,4.4,18,0
VoA022,961000,2352000,750,8.5,0.0,17.1,1024,4.5,8,0
VoA023,968000,2391500,750,6.7,-1.3,15.0,1433,4.1,25,0
VoA026,968000,2391000,620,6.7,-1.3,15.0,1433,4.5,11,0
VoA031,967000,2391000,645,6.5,-1.4,14.7,1509,5.2,19,0
VoA033,962000,2346000,575,8.7,0.2,17.4,1003,5.2,16,0
VoA035,961400,2367400,1060,7.0,-1.0,15.5,1304,3.5,23,0
VoA036,961200,2367600,1090,7.1,-1.0,15.5,1308,4.2,19,0
VoA038,966000,2395000,1000,6.9,-1.0,15.0,1496,3.7,23,0
VoA039,967000,2393000,980,6.5,-1.4,14.6,1535,4.0,20,0
VoA042,964000,2389500,1040,6.5,-1.5,14.7,1610,3.9,15,0
VoA044,953000,2357000,1306,5.9,-1.5,14.0,1736,4.2,26,0
VoA045,953000,2341000,1200,7.1,-0.8,15.4,1683,3.8,27,0
VoA047,954000,2334000,1320,6.8,-1.0,15.0,1773,4.6,28,0
VoA048,954000,2334000,1260,6.8,-1.0,15.0,1773,3.9,24,0
VoA049,952000,2349000,900,7.7,-0.5,16.2,1518,4.7,18,0
VoA051,949000,2349000,950,6.6,-1.1,14.8,1921,3.6,20,0
VoA052,959000,2402000,550,8.1,-0.2,16.3,1415,4.9,19,0
VoA053,965000,2402250,280,9.0,0.3,17.6,1022,4.9,20,0
VoA056,960000,2403000,420,8.1,-0.1,16.4,1376,4.9,28,0
VoA063,966000,2367000,690,8.4,-0.5,17.0,1011,3.6,34,0
VoA066,954000,2397000,600,7.7,-0.5,15.9,1560,5.1,18,0
VoA067,958000,2401000,760,8.0,-0.2,16.2,1447,3.5,19,0
VoA069,959000,2401000,900,8.1,-0.1,16.5,1376,3.8,28,0
VoA070,958000,2403500,800,7.7,-0.3,15.9,1512,3.8,16,0
VoA075,964700,2413000,720,7.9,-0.3,16.3,1373,4.1,20,0
VoA076,958000,2401000,810,8.0,-0.2,16.2,1447,3.5,20,0
VoA080,959000,2402000,580,8.1,-0.2,16.3,1415,4.1,15,0
VoA082,960000,2401000,540,8.4,0.1,16.8,1288,4.2,20,0
VoA084,969000,2378000,640,8.8,-0.3,17.8,883,4.0,11,0
VoA086,968200,2413300,400,8.5,0.1,17.2,1123,4.6,19,0
VoA087,971500,2373000,680,9.4,0.0,18.5,778,4.7,17,0
VoA088,966500,2429000,390,9.0,0.1,17.8,894,4.0,17,0
VoA090,965000,2424000,420,9.0,0.3,17.8,961,3.9,20,0
VoA092,965000,2427000,410,9.0,0.3,17.8,907,3.9,21,0
VoA093,963000,2380000,600,8.3,-0.5,17.0,1068,3.7,23,0
VoA094,954000,2395000,780,7.6,-0.5,15.8,1571,3.9,22,0
VoA095,974500,2395000,715,8.0,-0.5,16.5,1043,3.6,19,0
VoA096,975000,2396000,700,8.5,-0.2,17.2,912,3.8,25,0
VoA097,958000,2402500,520,7.9,-0.3,16.0,1485,5.7,22,0
VoA098,967500,2417500,270,8.9,0.3,17.7,1025,5.2,16,0
VoA099,958000,2402500,560,7.9,-0.3,16.0,1485,3.9,30,0
VoA101,974000,2382300,460,9.1,-0.1,18.3,768,3.5,28,0
VoA103,971000,2389500,400,7.7,-0.8,16.3,1114,4.0,27,0
VoA104,967000,2368000,510,8.5,-0.4,17.4,974,4.3,15,0
VoA105,973700,2378300,260,9.7,0.2,19.0,636,4.1,17,0
VoA108,960000,2327000,680,8.3,-0.2,16.9,1320,3.9,26,0
VoA110,971000,2389500,340,7.7,-0.8,16.3,1114,4.5,22,0
VoA111,963000,2362000,450,8.6,-0.1,17.4,879,4.4,18,0
VoA114,963000,2353000,590,8.7,0.2,17.4,911,4.7,22,0
VoA117,963000,2344500,585,9.0,0.3,17.7,936,4.9,15,0
VoA122,965000,2349000,530,8.8,0.2,17.5,881,6.3,17,1
VoA123,974000,2398000,500,8.6,-0.1,17.3,902,4.3,20,0
VoA124,965000,2421500,430,8.8,0.2,17.5,1058,3.9,18,0
VoA126,971800,2400200,520,8.6,0.1,17.2,963,3.3,18,0
VoA128,972000,2373000,550,9.5,0.1,18.7,739,3.9,21,0
VoA130,971800,2400300,540,8.6,0.1,17.2,963,3.8,15,0
VoA132,965000,2340000,375,9.6,0.6,18.5,747,5.0,23,0
VoA133,960000,2327000,720,8.3,-0.2,16.9,1320,4.1,24,0
VoA136,972000,2312000,405,9.9,0.7,18.9,792,4.7,20,0
VoA137,968000,2409000,320,8.5,0.1,17.1,1105,4.1,14,0
VoA139,972000,2312000,440,9.9,0.7,18.9,792,4.0,21,0
VoA140,973500,2399500,365,8.8,-0.1,17.4,898,4.9,17,0
VoA141,969000,2378000,480,8.8,-0.3,17.8,883,5.3,16,0
VoA143,974000,2413500,400,9.6,0.7,18.5,751,7.6,21,0
VoA145,974000,2413500,340,9.6,0.7,18.5,751,7.2,25,1
VoA146,967000,2338500,330,10.0,0.8,18.9,664,7.8,20,0
VoA148,963300,2344500,460,9.0,0.3,17.7,936,7.8,23,1
VoA149,963300,2344750,540,8.7,0.2,17.5,976,7.5,22,1
VoA151,974000,2413500,390,9.6,0.7,18.5,751,5.7,23,1
VoA152,974000,2413500,400,9.6,0.7,18.5,751,6.5,20,1
VoA153,977700,2394000,265,9.1,0.2,18.1,724,3.8,21,0
VoA155,977600,2394000,270,9.1,0.2,18.1,724,4.5,23,0
VoA156,972000,2406000,270,9.6,0.7,18.5,721,3.9,18,0
VoA157,967500,2417500,285,8.9,0.3,17.7,1025,4.6,22,0
VoA158,973000,2414000,370,9.5,0.6,18.5,789,4.4,20,0
VoA159,971700,2376800,225,9.6,0.3,19.0,652,6.3,23,0
VoA160,977000,2393500,250,8.8,-0.1,17.7,811,4.9,22,0
VoA161,977000,2394000,335,8.8,-0.1,17.7,826,5.2,22,0
VoA164,975100,2375800,190,9.9,0.4,19.4,596,4.9,14,0
VoN01,981301,2459712,250,9.2,0.4,18.0,874,4.0,29,0
VoN02,981301,2459712,250,9.2,0.4,18.0,874,4.0,22,0
VoN03,981301,2459712,250,9.2,0.4,18.0,874,4.0,20,0
VoN04,974263,2447724,250,9.1,0.3,17.8,863,4.0,27,0
VoN05,981301,2459712,250,9.2,0.4,18.0,874,4.1,28,0
VoN06,971715,2431221,200,9.7,0.7,18.7,715,4.0,27,0
VoN07,981301,2459712,250,9.2,0.4,18.0,874,4.3,23,0
VoN08,966230,2437740,350,8.9,0.1,17.5,876,3.9,28,0
VoN09,996306,2457667,270,9.3,0.4,18.2,938,3.9,23,0
VoN10,1000303,2455653,400,9.3,0.4,18.2,978,4.3,24,0
VoN11,966230,2437740,350,8.9,0.1,17.5,876,4.3,25,0
VoN12,974263,2447724,250,9.1,0.3,17.8,863,4.1,20,0
VoN13,974263,2447724,250,9.1,0.3,17.8,863,4.7,17,0
VoN14,966230,2437740,350,8.9,0.1,17.5,876,4.5,19,0
VoN16,966230,2437740,350,8.9,0.1,17.5,876,4.3,19,0
VoN17,966230,2437740,350,8.9,0.1,17.5,876,4.1,15,0
VoN18,968212,2430731,400,9.1,0.2,18.0,851,4.3,19,0
VoN19,968212,2430731,400,9.1,0.2,18.0,851,4.1,21,0
VoN20,968212,2430731,400,9.1,0.2,18.0,851,4.3,19,0
VoN21,966230,2437740,350,8.9,0.1,17.5,876,4.5,15,0
VoN22,971715,2431221,200,9.7,0.7,18.7,715,4.1,16,0
VoN23,966230,2437740,350,8.9,0.1,17.5,876,4.1,17,0
VoN25,960227,2437756,300,8.8,-0.1,17.4,889,4.8,16,0
VoN26,963734,2439748,330,8.8,0.0,17.4,895,4.7,12,0
VoN27,966230,2437740,350,8.9,0.1,17.5,876,4.8,14,0
VoN28,966230,2437740,350,8.9,0.1,17.5,876,4.6,15,0
VoN29,1001322,2461905,300,9.1,0.3,18.0,975,4.8,12,0
VoN30,963734,2439748,330,8.8,0.0,17.4,895,6.6,11,0
VoN31,974263,2447724,250,9.1,0.3,17.8,863,6.1,16,0
VoN32,963816,2433144,210,9.1,0.1,17.9,825,5.8,11,0
VoN33,966230,2437740,350,8.9,0.1,17.5,876,5.8,11,0
VoN34,964116,2432993,230,9.1,0.1,17.9,825,5.5,15,0
VoN35,974263,2447724,250,9.1,0.3,17.8,863,3.8,28,0
VoN36,984303,2459503,250,9.3,0.4,18.0,868,4.3,31,0
VoN37,981301,2459712,250,9.2,0.4,18.0,874,3.8,28,0
VoN38,981301,2459712,250,9.2,0.4,18.0,874,4.2,29,0
VoN39,983805,2460505,240,9.3,0.4,18.1,861,4.0,33,0
VSB01,938000,2355000,615,7.7,-0.5,16.1,1649,4.3,19,0
VSB02,960000,2379000,590,7.9,-0.7,16.5,1194,4.7,18,0
VSB03,950000,2380000,630,8.3,-0.4,16.8,1216,3.6,24,0
VSB04,940000,2395000,405,8.8,0.2,17.3,1167,3.5,33,0
VSB05,963000,2396500,610,7.9,-0.4,16.3,1318,4.0,21,0
VSB06,974000,2398000,820,8.6,-0.1,17.3,902,3.5,21,0
VSB07,961000,2414000,720,8.2,-0.1,16.7,1312,3.8,,0
VSB08,961000,2414000,680,8.2,-0.1,16.7,1312,3.6,,0
VSB09,957000,2408000,450,7.9,-0.2,16.2,1438,3.8,26,0
VSB10,946000,2363700,730,8.1,-0.3,16.6,1163,3.9,21,0
VSB11,947000,2362600,980,7.9,-0.4,16.4,1201,3.9,18,0
VSB12,951000,2357500,880,6.2,-1.3,14.4,1699,3.6,18,0
VSB13,952000,2351700,940,7.0,-0.8,15.3,1638,3.5,17,0
VSB14,962000,2387600,940,7.2,-1.0,15.5,1466,4.3,,0
VSB15,927000,2346000,665,8.9,0.0,17.7,1590,3.6,22,0
Woe01,850462,2424999,245,9.2,0.9,17.5,813,6.1,13,1
Woe04,855636,2422989,235,9.4,1.0,17.8,765,4.7,,0
Woe05,855636,2422989,235,9.4,1.0,17.8,765,7.5,10,1
Woe06,837200,2464050,210,9.4,1.1,17.8,835,7.6,11,1
Woe07,854643,2426993,235,9.4,1.0,17.8,759,6.0,,0
Woe08,854643,2426993,235,9.4,1.0,17.8,759,6.2,13,1
Woe09,854643,2426993,240,9.4,1.0,17.8,759,6.1,11,1
Woe10,837200,2464050,248,9.4,1.1,17.8,835,7.4,13,1
Woe11,854643,2426993,235,9.4,1.0,17.8,759,5.3,,0
Woe12,837200,2464050,240,9.4,1.1,17.8,835,4.5,16,0
Woe13,854643,2426993,240,9.4,1.0,17.8,759,5.2,,0
Woe14,854643,2426993,240,9.4,1.0,17.8,759,4.5,,0
Yve01,571975,2393800,157,10.3,2.9,18.2,633,4.1,36,0
Yve02,568825,2403675,172,10.1,2.9,17.9,676,4.4,26,0
Yve03,568300,2404450,172,10.1,2.8,17.9,679,4.8,16,0
Yve04,562750,2408950,173,10.1,2.8,17.8,693,4.1,32,0
Yve05,566950,2403975,170,10.1,2.8,17.9,682,4.6,20,0
Yve06,568325,2404175,172,10.1,2.8,17.9,679,4.3,18,0
Yve07,572250,2394525,161,10.3,2.9,18.2,635,5.1,16,0
Yve08,568350,2403500,157,10.1,2.9,18.0,673,4.6,20,0
Yve09,586670,2391660,150,10.4,2.8,18.3,633,4.4,19,1
Yve10,592030,2391460,140,10.4,2.8,18.4,621,4.4,16,0
Yve11,564600,2402750,165,10.1,2.8,17.9,679,4.7,14,0
Yve12,608200,2384000,137,10.4,2.9,18.5,629,5.0,19,1
Yve13,608200,2384000,150,10.4,2.9,18.5,629,6.2,17,1
Yve14,599875,2383300,127,10.4,2.9,18.5,600,4.5,33,0
Yve15,606930,2379440,120,10.4,2.9,18.5,619,4.8,25,0
Yve16,579075,2400500,125,10.4,3.1,18.2,644,4.5,29,0
Yve17,579225,2400625,120,10.3,3.1,18.1,649,4.4,31,0
Yve18,562575,2407325,158,10.1,2.7,17.9,684,4.0,20,0
Yve19,571350,2401000,112,10.3,2.9,18.0,647,4.5,17,0
Yve20,576986,2400856,135,10.3,3.1,18.2,645,4.2,30,0
Yve21,571925,2400725,110,10.3,3.0,18.1,638,4.7,14,0
Yve22,573550,2390910,130,10.3,2.9,18.3,618,4.0,17,0
Yve23,611970,2388610,77,10.5,2.9,18.5,632,5.5,17,0
Yve24,608110,2379000,66,10.4,2.9,18.5,621,5.5,14,0
Yve25,606470,2378750,117,10.4,2.9,18.5,616,4.4,21,0
Yve26,606530,2378190,120,10.4,2.9,18.5,619,6.3,16,0
Yve27,606750,2378030,120,10.4,2.9,18.5,619,5.7,18,0
Yve28,571950,2393250,135,10.3,2.8,18.2,630,5.6,16,1
Yve29,574450,2389060,130,10.3,2.8,18.3,619,6.1,12,1
Yve30,571900,2393225,145,10.3,2.8,18.2,630,7.9,13,1
Yve31,592320,2390980,140,10.4,2.8,18.4,621,5.6,15,1
Yve32,607820,2383760,130,10.4,2.9,18.5,629,7.5,12,1
Yve33,609000,2389400,140,10.4,2.8,18.4,653,8.0,14,1
Yve34,612870,2389500,77,10.5,2.9,18.6,629,5.6,18,0
Yve35,574210,2390710,117,10.3,2.9,18.3,618,4.1,14,0
Yve36,574575,2388830,135,10.3,2.8,18.3,621,4.2,14,1
Yve37,554675,2419830,172,10.1,3.0,17.8,682,5.1,16,0
Yve38,573610,2391730,124,10.3,2.9,18.3,620,4.0,16,0
Yve39,592200,2391300,95,10.4,2.8,18.4,621,4.9,15,1
Yve40,571875,2393175,130,10.3,2.8,18.2,630,7.0,15,1
Yve41,568350,2403525,154,10.1,2.8,17.9,679,4.3,20,0
Yve42,562750,2407325,152,10.1,2.7,17.9,684,4.7,17,0
Yve43,553200,2413180,127,10.2,3.0,18.0,659,3.9,35,0
Yve44,568675,2410050,132,10.1,2.9,17.8,692,4.5,18,0
Yve45,571305,2400818,113,10.3,2.9,18.0,647,4.8,14,1
Yve46,553950,2419070,115,10.2,3.1,17.9,673,6.1,13,0
Yve47,574150,2390810,112,10.3,2.9,18.3,618,4.2,11,0
Yve48,550925,2418610,112,10.3,3.2,18.0,648,7.7,12,0
Yve49,600740,2383460,60,10.4,2.9,18.5,604,7.8,10,0
Yve50,553450,2413060,125,10.2,3.0,18.0,659,4.1,18,0
Yve52,557620,2407250,135,10.1,2.8,17.9,676,4.6,16,0
Yve53,554175,2407510,132,10.1,2.9,17.9,672,5.9,20,0
Yve54,554200,2407410,132,10.1,2.9,17.9,670,5.1,15,0
Yve55,571350,2400875,113,10.3,2.9,18.0,647,5.9,13,0
Yve57,600850,2383325,59,10.4,2.9,18.5,604,7.9,11,0
Yve58,554750,2415070,126,10.3,3.0,17.9,664,4.7,18,0
Yve59,553800,2418940,118,10.2,3.1,17.9,673,6.2,17,0
Yve60,564500,2403125,168,10.1,2.8,17.9,678,4.6,24,0
Aub01,648354,1974739,1130,6.9,0.0,14.9,1200,6.2,20,0
Aub02,646110,1978750,1080,7.5,0.4,15.5,1133,4.9,16,0
Aub03,648873,1976553,1090,6.9,0.1,15.0,1130,5.2,20,0
Aub04,648263,1974283,1110,6.8,-0.1,14.8,1228,5.0,19,0
Aub05,651043,1976423,1120,6.6,-0.2,14.6,1143,4.8,22,0
Aub06,647915,1976867,,,,,,4.2,23,0
Aub07,648873,1976553,1090,6.9,0.1,15.0,1130,4.8,21,0
Aub08,652393,1980265,,7.2,0.2,15.3,1005,4.7,18,0
Aub09,647915,1976867,,,,,,4.5,27,0
Aub10,642820,1978320,1000,7.5,0.4,15.6,1210,3.7,29,0
Aub11,642610,1978385,1010,7.5,0.4,15.6,1210,4.1,18,0
Aub12,647878,1976429,1080,7.0,0.1,15.0,1171,3.9,17,0
Aub13,653320,1979785,1040,7.1,0.2,15.3,996,4.4,19,0
Aub14,644448,1971920,1180,6.7,-0.2,14.6,1382,4.5,15,0
LiF01,711662,2079917,1200,5.4,-1.6,13.3,1411,3.9,19,0
LiF02,710775,2078371,1267,5.7,-1.2,13.7,1364,3.9,21,0
LiF03,711630,2076584,1290,5.4,-1.6,13.3,1399,3.9,18,0
LiF04,689774,2072139,627,9.9,2.2,18.3,911,5.1,15,0
LiF05,689708,2072042,663,9.9,2.2,18.3,911,4.6,16,0
LiF06,689838,2072258,600,9.9,2.2,18.3,911,4.7,15,0
LiF07,689856,2072312,615,9.9,2.2,18.3,911,4.3,19,0
LiF08,686367,2069058,685,9.6,2.1,18.0,904,6.1,17,0
LiF09,686095,2068895,660,9.6,2.1,18.0,904,4.6,13,1
LiF10,686156,2068957,640,9.6,2.1,18.0,904,5.3,14,0
LiF11,714397,2071679,1320,4.8,-2.0,12.7,1456,4.5,14,0
LiF12,716475,2069812,1295,5.0,-1.9,13.0,1413,4.9,18,0
LiF13,717775,2068250,1355,5.4,-1.7,13.4,1349,4.9,16,0
LiF14,717787,2068325,1330,5.4,-1.7,13.4,1349,4.6,17,0
LiF15,717725,2086362,1370,8.1,0.6,16.5,1056,4.4,17,0
LiF16,704958,2081458,720,8.4,1.1,16.5,1101,4.0,16,0
LiF17,694120,2086033,300,11.1,3.2,19.4,801,5.2,13,0
LiF18,679723,2046008,525,10.1,2.4,18.7,748,4.4,15,0
LiF19,679587,2053125,550,9.6,2.0,18.0,817,4.5,27,0
LiF20,690060,2060242,860,8.4,1.0,16.7,1112,4.3,17,0
LiF21,690191,2060291,860,8.4,1.0,16.7,1112,4.5,16,0
LiF22,697024,2032149,880,8.3,0.6,16.7,972,4.9,22,0
LiF23,698866,2027188,907,8.4,0.8,16.8,889,5.6,14,1
LiF24,692849,2027310,580,10.1,2.0,18.7,686,6.4,14,1
PrO04,935600,2165620,470,9.5,-0.3,19.4,1200,7.0,18,1
Tin01,955786,1927173,,,,,,8.0,8,0
Tin02,955786,1927173,,,,,,7.4,7,0
Tin03,965040,1925003,1900,6.2,-1.0,14.9,1043,6.4,11,0
Tin04,970013,1929352,2165,4.9,-2.6,14.1,1137,5.9,6,0
Tin05,966735,1931913,2280,5.2,-2.5,14.4,1073,5.9,6,0
Tin06,959575,1933475,1925,5.3,-2.5,14.3,1023,5.6,9,0
Tin07,960650,1934610,1940,5.1,-2.8,14.2,1008,5.4,9,0
